ProdID,Discontinued,ProductID,ProductName,SupplierID,SupplierID2,CategoryID,UM,QuantityPerUnit,QUM,ChargeConvertInd,ReorderLevel,ReorderInd,ReOrderDate,Qty_OnHand,Qty_Commit,Qty_OnOrder,Transport_Time,TaxableItem,EffBegDte,EffEndDte,UPC,PPic,uc,uc_date,updated,created,Notes
1250,FALSE,40234,Avocado 32 Count - Ripe,CHAPRO,,F,EA,CS,32,,0,P,3/17/2016,-128,0,768,0,0,1/1/1990,,,,$0.00 ,,3/17/2016,3/17/2016
224,FALSE,25136,Tomatillo,CHAPRO,,S,LB,CS,40,,0,P,10/31/2016,17069,529,840,0,0,1/1/1990,,,,$1.40 ,6/3/2013,4/30/2016,11/23/1999
91,FALSE,10175,Nira ( Garlic Chives),FSI,HAUHAU,AV,LB,LB,1,,0,P,11/2/2016,-6953,-547,8862,0,0,1/1/1990,,,,$2.00 ,12/16/2005,4/15/2011,11/23/1999
170,FALSE,20190,Garlic,FCBLOX,COABRO,PO,LB,CS,30,,0,P,10/24/2016,5703,-322,3239,0,0,1/1/1990,,,,$1.58 ,3/27/2012,4/15/2011,11/23/1999
171,FALSE,20191,Garlic-local,FELCAP,MINFAR,SVS,LB,SX,50,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
172,TRUE,20192,Elephant Garlic,CHAPRO,ROSELL,S,CS,CS,1,,0,P,9/23/2016,2190,-277,-193,0,0,1/1/1990,,,,$1.76 ,12/22/2015,3/1/2016,11/23/1999
173,FALSE,20193,Garlic Extra Jumbo,CHAPRO,ROSELL,PO,LB,CS,10,,0,P,1/12/2013,188,0,2,0,0,1/1/1990,,,,$2.80 ,8/18/2003,4/15/2011,11/23/1999
477,FALSE,55180,Garlic - Dry,EVEPRO,,PO,LB,CS,44,,0,P,,-20,19,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
479,FALSE,55185,Garlic - Peeled 4x5lb,FCBLOX,EASGAT,PR,EA,CS,4,,0,P,7/26/2016,-2414,-708,2029,0,0,1/1/1990,,,,$7.00 ,12/15/2003,4/15/2011,11/24/1999
481,FALSE,55187,Chopped Garlic In Oil,TWIRIV,CHAPRO,PR,EA,CS,4,,0,P,9/26/2016,-348,-10,-124,0,0,1/1/1990,,,,$3.33 ,7/17/2003,4/15/2011,11/24/1999
688,FALSE,55189,Minced Garlic 5 Gal.,EASGAT,,PR,EA,EA,1,,0,P,,0,0,0,0,0,1/1/1990,,,,$51.05 ,7/20/2000,7/20/2000,7/20/2000
778,FALSE,55199,Chopped Garlic In Water,EASGAT,,PR,EA,CS,4,,0,P,,-1,2,0,0,0,1/1/1990,,,,$1.35 ,1/11/2002,9/19/2001,9/19/2001
816,FALSE,55184,Peeled Garlic - 3 Lb Bag,FCBLOX,,P,EA,CS,6,,0,P,,-76,1,6,0,0,1/1/1990,,,,$4.80 ,2/18/2002,9/12/2015,2/18/2002
887,FALSE,10182,Elephant Garlic Tops,4BFARM,,SV,BU,CS,24,,0,P,7/21/2003,0,26,0,0,0,1/1/1990,,,,$0.08 ,7/21/2003,7/21/2003,6/9/2003
892,FALSE,55193,Chopped Garlic /glass Jar,FCBLOX,,PR,EA,CS,6,,0,P,,-11,-1,0,0,0,1/1/1990,,,,$3.50 ,6/25/2003,6/25/2003,6/25/2003
894,FALSE,55196,Roasted Garlic,FCBLOX,CHAPRO,PR,EA,CS,6,,0,P,6/14/2016,-242,172,392,0,0,1/1/1990,,047-02304,,$7.50 ,11/12/2003,4/15/2011,6/27/2003
895,FALSE,55202,Garlic - Roasted,CHAPRO,,PR,EA,CS,6,,0,P,8/15/2016,186,62,319,0,0,1/1/1990,,,,$5.63 ,11/4/2003,5/26/2015,6/30/2003
924,FALSE,55198,Peeled Garlic Bulk 30#,PACRIM,FCBLOX,PR,EA,EA,1,,0,P,6/4/2004,-7,7,3,0,0,1/1/1990,,,,$0.00 ,,4/15/2011,1/22/2004
948,FALSE,55169,Peeled Garlic - 6/5 Lb Bags,PACRIM,,PR,BG,CS,6,,0,P,10/24/2016,-12069,4231,-385,0,0,1/1/1990,,,,$9.67 ,12/8/2015,4/15/2011,4/17/2004
959,FALSE,20194,Garlic - 6pc Sleeves,CONALL,PACRIM,PO,LB,CS,30,,0,P,,45,0,0,0,0,1/1/1990,,,,$0.00 ,,6/8/2004,6/8/2004
960,FALSE,55203,Roasted Garlic 40 Lb Bucket,TWIRIV,,PR,EA,EA,1,,0,P,,-1,0,0,0,0,1/1/1990,,,,$0.00 ,,6/9/2004,6/9/2004
1205,FALSE,55149,Roasted Garlic  -  Bulk,SKYVAL,,PR,CS,CS,1,,0,P,,0,0,0,0,0,1/1/1990,,,,$0.00 ,,7/16/2014,7/16/2014
1213,FALSE,20197,Garlic - Organic,CHAPRO,,OV,LB,CS,30,,0,P,11/1/2016,0,60,30,0,0,1/1/1990,,,,$0.00 ,,12/2/2014,12/2/2014
190,FALSE,20225,Jalapeno,FCBLOX,JOHFAM,P,LB,CS,10,,0,P,8/24/2011,6344,1122,160,0,0,1/1/1990,,,,$0.80 ,10/28/2003,2/24/2003,11/23/1999
192,FALSE,20227,Jalapeno- Large Box,COABRO,PACRIM,V,LB,CS,40,,0,P,11/3/2016,32316,-1388,430520,0,0,1/1/1990,,,,$0.69 ,7/20/2016,4/15/2011,11/23/1999
193,FALSE,20228,Red Jalapeno ( Fresno ),CHAPRO,COABRO,P,LB,LB,1,,0,P,11/5/2016,-6506,-1362,6872,0,0,1/1/1990,,,,$2.65 ,9/20/2016,4/15/2011,11/23/1999
237,FALSE,25146,Yelow Jalapeno,FCBLOX,JOHFAM,P,LB,CS,10,,0,P,,-3,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
